GS002,34.993315,136.967541,1,1,1
GS003,34.994744,136.971769,1,1,1
GS004,34.997634,136.967603,1,1,1
GS005,34.994912,136.967521,1,1,1
GS013,34.994942,136.966953,1,0,0
GS014,34.994315,136.96564,1,0,0
GS021,34.993194,136.965682,1,1,1
GS022,34.991676,136.967828,1,1,1
GS023,34.991231,136.966164,1,1,1
GS024,34.992996,136.966654,1,1,1
GS025,34.993319,136.970236,1,1,1
GS026,34.990529,136.968657,1,0,0
GS027,34.99566,136.966875,1,1,1
GS028,34.997258,136.968301,1,1,1
